Id,Country,Date_of_decision,Fine,Controller_Processor,Quoted_Article,Type,Source,Authority,Sector,Summary
ETid-856,SPAIN,29/09/2021,10000,ACONCAGUA JUEGOS S.A.,['Art. 37 GDPR'],Insufficient involvement of data protection officer,<a class='blau' href='https://www.aepd.es/es/documento/ps-00231-2021.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Industry and Commerce,"The Spanish DPA (AEPD) has imposed a fine of EUR 10,000 on ACONCAGUA JUEGOS S.A.. The controller had failed to appoint a data protection officer and thus violated Art. 37 GDPR."
ETid-857,DENMARK,29/09/2021,107000,Danish Cancer Society,['Art. 32 GDPR'],Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.datatilsynet.dk/presse-og-nyheder/nyhedsarkiv/2021/sep/kraeftens-bekaempelse-indstillet-til-boede' target='_blank'>link</a>,Danish Data Protection Authority (Datatilsynet),Health Care,"The Danish DPA has fined the Danish Cancer Society EUR 107,000 for failing to comply with the requirements of the GDPR regarding appropriate security measures. 

The Danish Cancer Society had reported four data breaches according to Art. 33 GDPR to the DPA. Two of these involved computer thefts, two phishing attacks - and all four were due to the Danish Cancer Foundation's failure to implement technical and organizational measures to ensure a level of security appropriate to the risk to data subjects. 

A similar personal data breach already occurred in August 2018, when the Foundation fell victim to phishing and spoofing hacking attacks. In this context, the Danish Cancer Society stated that it should increase protection through multifactor authentication, however, this was not implemented.

The data of at least 1,448 individuals was compromised, and in several cases it involved sensitive personal health data, including medical history."
ETid-858,NORWAY,20/09/2021,40200,Høylandet Municipality,"['Art. 32 (1) b)', ' (2) GDPR']",Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.datatilsynet.no/contentassets/d01675e54b9447298952002ff1c208fb/vedtak-om-overtredelsesgebyr---hoylandet-kommune.pdf' target='_blank'>link</a>,Norwegian Supervisory Authority (Datatilsynet),Public Sector and Education,"The Norwegian DPA has imposed a fine of EUR 40,200 on the municipality of Høylandet. The latter had reported a data breach to the DPA in accordance with Art. 33 GDPR. An employee gained access to several image files (bitmap) when she had to create new letter templates and insert an image logo from the file.
The image files that the employee had access to contained sensitive information about individuals who had no connection with the municipality of Høylandet. The information included health data among others. The DPA found that the municipality had not implemented appropriate technical and organizational measures to ensure a level of security appropriate to the risk to the data subjects. Instead, the municipality stated that it had simply asked employees using the relevant computer program to avoid opening bitmap files that were not created by the municipality. The error has meanwhile been corrected and the municipality has introduced a new internal control system."
ETid-859,NORWAY,20/09/2021,75600,ST. OLAVS HOSPITAL HF,['Art. 32 GDPR'],Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.datatilsynet.no/contentassets/447e5ad0c7f346fc9cc1c0d62d023bba/vedtak-om-overtredelsesgebyr--st.-olavs-hospital-hf.pdf' target='_blank'>link</a>,Norwegian Supervisory Authority (Datatilsynet),Health Care,"The Norwegian DPA has fined St. Olav's Hospital in the amount of EUR 75,600. The hospital suffered three data leaks in accordance with Art. 33 the GDPR. The first incident had occurred between January 13, 2011, and January 27, 2020, at the hospital's cardiology department following an upgrade for a new treatment-oriented health registry for the cardiology laboratory. 

In connection with the upgrade, a test server was used on which treatment reports were temporarily cached and then copied to the new system. However, the reports in the test server were not deleted. Moreover, another error occurred, which allowed all authenticated employees to access the reports. About 21,000 reports were affected. 

The second breach occurred in the period from May 17, 2015 to January 28, 2020, when reports from medical devices (pulse oximeters for long-term measurement of oxygen saturation and pulse) were stored in a file area accessible to any employee with an authenticated and active account. 

The third breach occurred in the period from January 01, 2018 to December 09, 2019. Passwords for various databases were stored in plain text in a file on the hospital's server. Employees with an active hospital system account were able to first connect to the server viaRemote Desktop and then search for a file with a password in the database. 

The DPA found that the hospital had failed to establish effective access controls."
ETid-860,SPAIN,04/09/2021,1500,"AMPUDIA DIAZ, S.L.","['Art. 5 (1) c) GDPR', ' Art. 13 GDPR']",Non-compliance with general data processing principles,<a class='blau' href='https://www.aepd.es/es/documento/ps-00471-2020.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Accomodation and Hospitalty,"The Spanish DPA (AEPD) has imposed a fine of EUR 1,500 on AMPUDIA DIAZ, S.L.. The controller had installed a video surveillance system in its premises, which recorded an adjacent public sidewalk among other things. This made it possible to record passers-by. The controller had not installed any signs informing about the video surveillance.
The DPA found that the controller had violated the principle of data minimization and its duty to inform. The fine consists of EUR 1,000 for a violation of Art. 5(1)(c) GDPR and EUR 500 for a violation of Art. 13 GDPR."
ETid-861,SPAIN,04/10/2021,2000,Store owner,['Art. 5 (1) c) GDPR'],Non-compliance with general data processing principles,<a class='blau' href='https://www.aepd.es/es/documento/ps-00187-2021.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Industry and Commerce,"The Spanish DPA (AEPD) has imposed a fine of EUR 2,000 on the owner of a store. The controller had installed a video surveillance system that covered, among other things, a public street. Thereby, the DPA found that the controller had violated the principle of data minimization."
ETid-862,SPAIN,04/10/2021,1000,Store owner,['Art. 13 GDPR'],Insufficient fulfilment of information obligations,<a class='blau' href='https://www.aepd.es/es/documento/ps-00243-2021.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Industry and Commerce,"The Spanish DPA (AEPD) has imposed a fine of EUR 1,000 on the owner of a store. The controller had installed a video surveillance system, however, without having placed signs informing about the use of video surveillance."
ETid-863,NORWAY,21/09/2021,12500,Ultra-Technology AS,['Art. 6 (1) GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.datatilsynet.no/contentassets/53bc6882df7e426299e6d551428fc811/vedtak-om-overtredelsesgebyr--ultra-technology-as.pdf' target='_blank'>link</a>,Norwegian Supervisory Authority (Datatilsynet),"Finance, Insurance and Consulting","The Norwegian Data Protection Authority has imposed a fine of EUR 12,500 on Ultra-Technology AS.
Background of the fine is a complaint from a data subject who was credit-checked without any customer relationship or other affiliation to Ultra-Technology AS."
ETid-864,SPAIN,04/10/2021,5000,"CALDERERIA Y SOLDADURA DE ESTRUCTURAS METALICAS, S.L.",['Art. 6 GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00245-2021.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Industry and Commerce,"The Spanish DPA (AEPD) has fined CALDERERIA Y SOLDADURA DE ESTRUCTURAS METALICAS, S.L. EUR 5,000 for unlawfully processing an individual's data. Previously, CYNGASA, S.L. had disclosed the data to the controller without the consent of the data subject. The data concerned included, among others, his first and last name and social security number. CYNGASA, S.L. received a fine in a separate proceeding as well."
ETid-865,SPAIN,05/10/2021,4000,"CLUB DEPORTIVO SANSUEÑA, S.L.","['Art. 5 (1) e) GDPR', ' Art. 6 GDPR', ' Art. 32 (1) b)', ' d) GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00260-2021.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Industry and Commerce,"The Spanish DPA (AEPD) has fined CLUB DEPORTIVO SANSUEÑA, S.L. EUR 4,000 for adding the cell phone number of a data subject to a WhatsApp group without the data subject's consent."
ETid-866,LUXEMBOURG,05/08/2021,135000,Insurance company,"['Art. 5 (1) f) GDPR', ' Art. 32 (1) a)', ' b) GDPR', ' Art. 33 (1)', ' (5) GDPR']",Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://cnpd.public.lu/content/dam/cnpd/fr/decisions-fr/2021/Decision-31FR-2021-sous-forme-anonymisee.pdf' target='_blank'>link</a>,National Commission for Data Protection (CNPD),"Finance, Insurance and Consulting","The DPA of Luxembourg has imposed a fine of EUR 135,000 on an insurance company. 

On October 19, 2018, an employee of the controller had sent an e-mail to an uninvolved third party instead of the data subject. This occurred due to an error by the employee who had incorrectly entered the e-mail address of the data subject. In addition to the name and gender of the data subject, the e-mail also contained detailed information about the data subject's illnesses. In addition, the attachment contained three forms relating to illnesses that the data subject had reported in connection with the conclusion of a life insurance policy.On November 29, the same incident occurred. The second misdirected e-mail contained, in addition to the data subject's name, very specific questions about a particular pathology, the last name of the life insurance doctor, the address of said doctor, and two blank forms related to said pathology to be filled out by him or his doctor

The DPA noted that it had not been informed of the data breach in a timely manner in accordance with Art. 33 GDPR. The company had also not complied with its documentation obligation under Art. 33 (5) GDPR. 
Furthermore, the DPA found that the controller had failed to implement technical and organizational measures to ensure a level of security appropriate to the risk for the data subjects."
ETid-867,SPAIN,08/10/2021,30000,"ORANGE ESPAGNE, S.A.U.",['Art. 6 (1) a) GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00471-2020.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","The Spanish DPA has imposed a fine on ORANGE ESPAGNE, S.A.U.. A data subject had filed a complaint with the DPA as she had received a total of 30 calls from Jazztel employees (subsidiary of Orange Espagne, S.A.U.) and text messages between 03/01/2021 and 03/03/2021 without ever having been a customer of the company. She then requested that her phone number be deleted from the company database. Although the controller confirmed the deletion of the data, she continued to receive calls and text messages from the controller. The original fine of EUR 50,000 was reduced to EUR 30,000 due to the admission of guilt and the voluntary payment."
ETid-868,SPAIN,11/10/2021,10000,MAF.COM ESQUI CLUB,['Art. 7 GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00104-2021.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Industry and Commerce,"The Spanish DPA (AEPD) has imposed a fine of EUR 10,000 on MAF.COM ESQUI CLUB. The mother of an underage girl who had attended ski lessons with the controller filed a complaint with the DPA against the latter. The controller had published videos of the mother's daughter on its website and social media channels without her consent. The images were only disseminated with the consent of the father, who enrolled the girl in the ski course. The girl's parents were divorced at the time of the incident. The DPA found that the controller had failed to obtain consent from both parents and thus processed the images without a valid legal basis."
ETid-869,ITALY,16/09/2021,5000,La Prima S.r.l.,"['Art. 5 GDPR', ' Art. 6 GDPR', ' Art. 24 GDPR', ' Art. 25 GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9705632' target='_blank'>link</a>,Italian Data Protection Authority (Garante),Real Estate,"The Italian DPA (Garante) has imposed a fine of EUR 5,000 on the real estate portal La Prima S.r.l.. A data subject had filed a complaint against the controller with the DPA. She complained about receiving a contact request on Linkedin by an employee of La Prima, which aimed to offer real estate services related to a specific property owned by the data subject. The controller had obtained the information regarding the data subject's ownership of the property from an openly accessible public register. At no time had the data subject consented to such a contact request. The controller had argued during the DPA's investigation that consent for others to contact her could be inferred from the fact that she had a public profile. However, the DPA noted that the exchange of information via a social network should only allow for what is specified in the relevant terms of use. The DPA clarified that the platform is intended to enable the exchange of contact information in order to make job offers. In contrast, it is not intended that users use the platform to send messages to other users in order to sell services. Moreover, it is irrelevant whether a user profile is public or not. Consequently, the DPA concluded that the controller had processed the data unlawfully."
ETid-870,SPAIN,13/10/2021,40000,"Vodafone España, S.A.U.","['Art. 5 (1) f) GDPR', ' Art. 32 GDPR']",Non-compliance with general data processing principles,<a class='blau' href='https://www.aepd.es/es/documento/ps-00111-2021.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","The Spanish DPA has imposed a fine on Vodafone España, S.A.U.. A woman filed a complaint against the controller based on the fact that the controller had sent telephone bills belonging to a third party to her e-mail address. After bringing this to the attention of the controller, she received no response. Thereupon, she contacted the controller by telephone in this regard. However, none of the employees were able to help her with this concern. The DPA concluded that the controller had violated the principle of integrity and confidentiality set out in Art. 5 (1) f) GDPR, and that the controller had failed to implement technical and organizational measures to ensure a level of security appropriate to the risk to the data subjects. The original fine of EUR 50,000 was reduced to EUR 40,000 due to voluntary payment."
ETid-874,ITALY,16/09/2021,5000,Ciechi Ardizzone Gioeni di Catania,"['Art. 5 (1) a)', ' c) GDPR', ' Art. 12 (1) GDPR', ' Art. 13 GDPR', ' Art. 35 GDPR']",Non-compliance with general data processing principles,<a class='blau' href='https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9705650' target='_blank'>link</a>,Italian Data Protection Authority (Garante),Individuals and Private Associations,"The Italian DPA (Garante) has imposed a fine of EUR 5,000 on the Ciechi Ardizzone Gioeni di Catania residential home for blind people. A visitor to the residence filed a complaint with the DPA. He based this on an installed video surveillance system in the accommodation. The video surveillance system recorded, among other things, the corridor connecting the accommodation with the communal showers. Moreover, the footage was not only recorded but also displayed in real time on the monitors of the concierge staff, creating the risk that the images could also be inadvertently seen by visitors or suppliers. During the course of the investigation, the institution's administration justified the installation of the video surveillance system by citing the need to prevent theft and ensure the health of residents by preventing unauthorized access during the pandemic period. 

The DPA found that the institute thereby violated the principles of lawfulness, transparency and data minimization. The fact that, as claimed by the institute, the passage of the guests to the shower rooms was filmed only occasionally and for a short duration, and that the quality of the recordings was not 'perfectly clear,' does not resolve the unlawfulness of the recordings. Also, the DPA noted that some procedural precautions - such as scheduling time windows to turn off the cameras to allow guests to visit the shower rooms without being filmed, or temporarily ensuring the security of the locations through alternative measures, such as the use of security personnel - may allow the institute to pursue the purpose of the video surveillance in an equally effective manner and avoid unjustifiably restricting the freedoms of the data subjects.

Furthermore, the DPA found that the institute had not properly fulfilled its duty to inform. The institute had only provided the data subjects with detailed information about the video surveillance system on the bulletin board after the investigation had begun. However, this type of information is not suitable for visually impaired people. The institute should have provided the residents with a pre-recorded audio message that could be played back if necessary."
ETid-876,ITALY,16/09/2021,200000,Bocconi University,"['Art. 5 (1) a)', ' c)', ' e) GDPR', ' Art. 6 GDPR', ' Art. 9 GDPR', ' Art. 13 GDPR', ' Art. 25 GDPR', ' Art. 35 GDPR', ' Art. 44 GDPR', ' Art. 46 GDPR', ' Art. Art. 2-sexies Codice della Privacy']",Non-compliance with general data processing principles,<a class='blau' href='https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9703988' target='_blank'>link</a>,Italian Data Protection Authority (Garante),Public Sector and Education,"The Italian DPA (Garante) has imposed a fine of EUR 200,000 on Bocconi University. A student had filed a complaint with the DPA about possible GDPR violations related to the use of a monitoring system during written exams. In the context of the emergency situation triggered by the Covid-19 pandemic, the university had equipped itself with the remote monitoring software Respondus provided by the American company Respondus Inc. to ensure the normal running of the exams, since it was not possible to take the exams live and in person as usual. The software was able to monitor the behavior of the students through video recordings and snapshots taken at random intervals. In addition, the exam was audio-visually recorded and a photograph was taken of each examinee at the beginning of the exam. At the end of the exam, the system processed the video, inserted warning signals regarding possible indications of incorrect behavior, and, among other things, assigned a so-called 'review priority' so that the examiner could subsequently assess whether an unauthorized act had been committed during the exam. In its investigation the DPA found that students were not properly informed of the processing of their personal data involved in the use of Respondus. For instance they were not informed that they would be audiovisually recorded and that the images would subsequently be processed. In addition, students were not provided with information regarding specific retention periods for personal data. Nor had they received sufficient information about the fact that their personal data would be transferred to the United States; instead, they were only informed in general terms that personal data would be processed both within and outside the territory of the European Union. Furthermore, the DPA found that the little information the students had received was presented in a fragmented and disorganized manner in various documents. The DPA considered this to be a violation of the principles of lawfulness, fairness and transparency. The DPA also found that the university had processed the personal data without a valid legal basis. Thus, consent to the processing of personal data was a prerequisite to participate in the exams in the first place. As an alternative to online exams, the option of an in-person exam was proposed. However, in the light of the  pandemic, this also meant an increased health risk. Students were also concerned that refusing to take the online exams would negatively impact their grades. Consequently, the DPA concluded that the students' consent could not be considered voluntary. Further, the DPA found that the university retained the data for 12 months, although this would not have been necessary for the purpose of ensuring that the exams were properly carried out. 
Eventually, the DPA found violations related to the transfer of data to Respondus. The processing agreement between the University and Respondus was based on the data protection agreement between the EU and the USA, known as the Privacy Shield, although it had been declared invalid by the Schrems II ruling of the Court of Justice of the European Union (CJEU). For this reason, the DPA found that the university transferred personal data to a third country, even though this transfer was not in compliance with the conditions set forth in Chapter V of the GDPR."
ETid-877,ITALY,16/09/2021,3296326,Sky Italia S.r.l.,"['Art. 5 (1)', ' (2) GDPR', ' Art. 6 (1) GDPR', ' Art. 7 GDPR', ' Art. 12 (2) GDPR', ' Art. 14 GDPR', ' Art. 21 GDPR', ' Art. 28 GDPR', ' Art. 29 GDPR']",Insufficient legal basis for data processing,"<a class='blau' href='https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9706389,' target='_blank'>link</a> <a class='blau' href='https://www.garanteprivacy.it/home/docweb/-/docweb-display/docweb/9708780' target='_blank'>link</a>",Italian Data Protection Authority (Garante),"Media, Telecoms and Broadcasting","The Italian DPA (Garante) has fined Sky Italia S.r.l. EUR 3,296,326 for illegal telemarketing. 
The DPA's decision followed a complex investigation launched after dozens of reports and complaints from people who claimed that they received unsolicited promotional calls and promotional SMS both from Sky Italia directly and through call centers of other companies. 
In this regard, the DPA found that the promotional calls were made without adequately informing the users (such as about the origin of the personal data transmitted to Sky Italia). Thus, data subjects would have had the opportunity to contact the company that collected the data and object to the processing.  Only after obtaining consent, Sky would then have been allowed to proceed with the commercial offers. 
Sky used lists of data it had acquired from other companies for these promotional purposes. Contrary to Sky Italia's view, the consent to the disclosure of data to third parties given by the data subjects to the companies from which Sky Italia had acquired the lists did not authorize Sky Italia to use the data for its own promotional purposes.
In addition, Sky failed to verify the list of individuals who had objected to being contacted for advertising purposes before making the advertising calls. As a result, several data subjects had received advertising calls despite their explicit objection. Further, the DPA found that Sky had failed to properly appoint the suppliers of the lists as data processors. 
In determining the amount of the fine, the DPA took into aggravating consideration that the violations involved 'systemic' conduct that was rooted in the company's operations as well as the fact that Sky should have acquired sufficient experience and competence to make fundamental decisions in compliance with data protection regulations due to its ongoing contacts with the authority and its long-standing presence in the market."
ETid-878,NORWAY,18/10/2021,412000,Østre Toten municipality,"['Art. 5 (1) f) GDPR', ' Art. 32 GDPR']",Insufficient technical and organisational measures to ensure information security,<a class='blau' href='https://www.datatilsynet.no/contentassets/4609027cf9504e9aa12c3f05b45bdcf7/varsel-om-vedtak-om-overtredelsesgebyr-og-palegg.pdf' target='_blank'>link</a>,Norwegian Supervisory Authority (Datatilsynet),Public Sector and Education,"The Norwegian DPA has fined Østre Toten municipality EUR 412,000. The municipality suffered a cyberattack in January 2021, as a result of which the municipality's data was encrypted as well as backups were deleted. A larger amount of data was later published on the dark web.

Approximately 30,000 documents were affected by the attack. The documents contained, among other things, information on ethnic origin, political opinion, religious beliefs, union memberships, sexual orientation, health status, as well as banking data of the municipality's residents and employees.

The DPA's investigation revealed that the municipality had fundamental deficiencies in the security of personal data and related internal controls.Among other things, the municipality had not used two-factor authentication when logging into systems, and lacked appropriate backup systems."
ETid-879,SPAIN,19/10/2021,70000,"Vodafone España, S.A.U.","['Art. 21 GDPR', ' Art. 21 LSSI']",Insufficient fulfilment of data subjects rights,<a class='blau' href='https://www.aepd.es/es/documento/ps-00142-2021.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","The Spanish DPA (AEPD) has imposed a fine of EUR 70,000 on VODAFONE ESPAÑA, S.A.U.. A data subject had filed a complaint with the DPA for having received promotional emails from Vodafone without having expressly consented to this and without having had a prior contractual relationship. The data subject then objected to receiving future e-mails. Vodafone confirmed the objection. Nonetheless, the data subject received four advertising e-mails a few months later. The fine consists of EUR 50,000 for a violation of Art. 21 GDPR and EUR 20,000 for a violation of Art. 21 LSSI."
ETid-880,ROMANIA,21/10/2021,5000,Glove Technology SRL,"['Art. 5 (1) a) GDPR', ' Art. 6 (1) a) GDPR']",Insufficient legal basis for data processing,<a class='blau' href='https://www.dataprotection.ro/?page=Comunicat_Presa_21.10.2021_2&lang=ro' target='_blank'>link</a>,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),Industry and Commerce,"The Romanian DPA (ANSPDCP) has imposed a fine of EUR 5,000 on Glove Technology SRL. 
The controller had installed a video surveillance system that audiovisually monitored employees at their workplace and recorded conversations between them to be used against them. The DPA found that the controller had violated Art. 5 (1) a) GDPR and Art. 6 (1) GDPR."
ETid-881,SPAIN,19/10/2021,40000,"Vodafone España, S.A.U.",['Art. 6 (1) GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00352-2021.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","The Spanish DPA (AEPD) has fined Vodafone España, S.A.U. EUR 40,000. An individual had filed a complaint with the DPA against Vodafone for debiting his bank account in May 2020 for a Vodafone telephone line whose owner was not him but his ex-partner.
As it turned out, the complainant's ex-partner had concluded a contract with Vodafone in his name. She stated that she was authorized to do so, but did not provide any proof of this. The DPA found that Vodafone had unlawfully processed the complainant's data. Indeed, compliance with the principle of lawfulness in the processing of third party data requires that the controller is able to prove lawfulness."
ETid-882,SPAIN,19/10/2021,2000,BEEPING FULFILMENT S.L.,['Art. 13 GDPR'],Insufficient fulfilment of information obligations,<a class='blau' href='https://www.aepd.es/es/documento/ps-00163-2021.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Industry and Commerce,"The Spanish DPA (AEPD) has fined BEEPING FULFILMENT S.L. in the amount of EUR 2,000. The controller had not provided the required information about the purposes and characteristics, of the data processing in the privacy policy of a website it operates. The data protection authority considered this to be a violation of Art. 13 GDPR."
ETid-883,UNITED KINGDOM,18/10/2021,11800,HIV Scotland,"['Art. 5 (1) f) GDPR', ' Art. 32 (1)', ' (2) GDPR']",Insufficient technical and organisational measures to ensure information security,"<a class='blau' href='https://ico.org.uk/media/action-weve-taken/mpns/4018736/mpn-hiv-scotland-20211018.pdf,' target='_blank'>link</a> <a class='blau' href='https://ico.org.uk/about-the-ico/news-and-events/news-and-blogs/2021/10/ico-warning-after-scottish-charity-reveals-personal-data-in-email-error/' target='_blank'>link</a>",Information Commissioner (ICO),Individuals and Private Associations,"The British DPA (ICO) has imposed a fine of EUR 11,800 on the non-profit organization HIV Scotland. The controller had sent an e-mail to 105 people, with e-mail addresses on the mailing list visible to all recipients. In the case of 65 of the e-mail addresses, persons could be identified by name. It was possible to draw conclusions about the individuals' HIV status or risk based on the personal data provided.The DPA found that the organization had failed to implement appropriate technical and organizational measures to ensure a level of security appropriate to the risk. For example, the organization had conducted inadequate employee training and used improper methods for sending bulk e-mails via blind copy (bcc)."
ETid-884,SPAIN,21/10/2021,3000000,"CAIXABANK PAYMENTS & CONSUMER EFC, EP, S.A.U.",['Art. 6 (1) GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00500-2020.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Finance, Insurance and Consulting","The Spanish DPA (AEPD) has imposed a fine of EUR 3,000,000 on CAIXABANK PAYMENTS & CONSUMER EFC, EP, S.A.U.. An individual had filed a complaint against the controller. The reason was that Caixabank had requested information about him from a company although, the latter has not been a customer of Caixabank since 2014 and that he was included in an advertising campaign to offer him a pre-grant credit. 

Caixabank had used individuals' data to assess their creditworthiness without their consent. This was used to create financial profiles of the data subjects and to advertise certain financial services (e.g. credit cards or loans) to them on this basis. 

In doing so, the DPA found that the controller had not obtained effective consent from the data subjects. It is true that the data subjects had at one point given consent for their data to be processed by the entire CaixaBank Group. However, the controller had not adequately informed the data subjects about the data processing, including profiling. For example, the controller had only provided data subjects with general information about the various profiling processing operations, so data subjects could not know exactly what the processing they had consented to consisted of."
ETid-885,SPAIN,25/10/2021,3000,"MERCEDES GERENCIA, S.L.",['Art. 58 (1) GDPR'],Insufficient cooperation with supervisory authority,<a class='blau' href='https://www.aepd.es/es/documento/ps-00239-2021.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Industry and Commerce,"The Spanish DPA (AEPD) has imposed a fine of EUR 3,000 on MERCEDES GERENCIA, S.L.. The controller failed to respond to a request for information from the DPA in a timely manner."
ETid-886,SPAIN,26/10/2021,64000,"Vodafone España, S.A.U.",['Art. 6 (1) GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00249-2021.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","The Spanish DPA (AEPD) imposed a fine on Vodafone España, S.A.U. due to insufficient legal basis for data processing. The data subject had filed a complaint against the data controller. The data subject stated that telephone lines were registered in his name for which there were also outstanding payments. However, the data subject had never concluded contracts with the company for any of these lines. Rather, the contracts in question were concluded by fraudsters using the personal data of the data subject. Still, the personal data was entered into the company's information systems without any verification as to whether the contracts were lawful and actually concluded by the data subject. The original fine of EUR 80,000 was reduced to EUR 64,000 due to voluntary payment."
ETid-887,SPAIN,26/10/2021,16000,"SERVICIOS LOGÍSTICOS MARTORELL SIGLO XXI, S.L.",['Art. 35 GDPR'],Non-compliance with general data processing principles,<a class='blau' href='https://www.aepd.es/es/documento/ps-00050-2021.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),Industry and Commerce,"The Spanish DPA (AEPD) has imposed a fine on SERVICIOS LOGÍSTICOS MARTORELL SIGLO XXI, S.L.. The company had installed five terminals with a fingerprint control system to record its employees' working hours. In doing so, the company had failed to conduct a data protection impact assessment. The AEPD found a violation of Art. 35 GDPR for this reason. The original fine of EUR 20,000 was reduced to EUR 16,000 due to voluntary payment."
ETid-888,SPAIN,26/10/2021,40000,"VODAFONE SERVICIOS, S.L.U.",['Art. 6 (1) GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00195-2021.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","The Spanish DPA (AEPD) has imposed a fine on VODAFONE SERVICIOS, S.L.U.. A data subject filed a complaint with the DPA against the controller. The data subject is a client of the controller. When he checked his bills on the official website 'MY VODAFONE' last December, he found that he had four outstanding bills, but he could not access them. He had also received a number of requests to pay them. He was informed that there was a parallel account at Vodafone with details that partly corresponded to those of him. As it turned out, fraudsters had concluded a mobile phone contract using the personal data of the data subject. However, the personal data had been entered into the company's information systems without any verification that the contract was lawful and had actually been concluded by the data subject. The original fine of EUR 50,000 was reduced to EUR 40,000 due to voluntary payment."
ETid-889,SPAIN,26/10/2021,40000,"VODAFONE SERVICIOS, S.L.U.",['Art. 6 (1) GDPR'],Insufficient legal basis for data processing,<a class='blau' href='https://www.aepd.es/es/documento/ps-00242-2021.pdf' target='_blank'>link</a>,Spanish Data Protection Authority (aepd),"Media, Telecoms and Broadcasting","The Spanish DPA (AEPD) has imposed a fine on VODAFONE SERVICIOS, S.L.U.. A data subject has filed a complaint with the AEPD against the data controller. The data subject states that she received invoices and debits on her bank account for the payment of Vodafone services that she had not booked herself. The data subject also stated that she was receiving calls from the collection company Bureau Veritas asking her to pay for these services. As it turned out, fraudsters had used the data subject's personal data to conclude a service contract. However, the personal data had been entered into the company's information systems without any verification that the contract was lawful and had actually been concluded by the data subject. The original fine of EUR 50,000 was reduced to EUR 40,000 due to the voluntary payment."
